type,id,attributes.accession,attributes.pipeline-version,attributes.experiment-type,attributes.analysis-status,attributes.analysis-summary,attributes.is-private,attributes.last-update,attributes.complete-time,attributes.instrument-platform,attributes.instrument-model,relationships.study.data.id,relationships.study.data.type,relationships.run.data.id,relationships.run.data.type,relationships.sample.data.id,relationships.sample.data.type
analysis-jobs,MGYA00776700,MGYA00776700,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '30789'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '27380'}, {'key': 'Nucleotide sequences after length filtering', 'value': '27380'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '27380'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '24298'}]",False,2024-07-29T08:32:36.663791,2024-07-29T08:32:35,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717098,runs,SRS5841460,samples
analysis-jobs,MGYA00776703,MGYA00776703,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '35619'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '31532'}, {'key': 'Nucleotide sequences after length filtering', 'value': '31532'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '31532'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '23974'}]",False,2024-07-29T08:32:50.202344,2024-07-29T08:32:49,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717096,runs,SRS5841462,samples
analysis-jobs,MGYA00776706,MGYA00776706,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '46002'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '41118'}, {'key': 'Nucleotide sequences after length filtering', 'value': '41118'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '41118'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '36080'}]",False,2024-07-29T08:33:04.916380,2024-07-29T08:33:03,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717084,runs,SRS5841474,samples
analysis-jobs,MGYA00776709,MGYA00776709,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '50678'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '44293'}, {'key': 'Nucleotide sequences after length filtering', 'value': '44293'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '44293'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '31667'}]",False,2024-07-29T08:33:20.521413,2024-07-29T08:33:19,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717081,runs,SRS5841477,samples
analysis-jobs,MGYA00776711,MGYA00776711,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '49120'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '43556'}, {'key': 'Nucleotide sequences after length filtering', 'value': '43556'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '43556'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '32760'}]",False,2024-07-29T08:33:34.612854,2024-07-29T08:33:33,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717073,runs,SRS5841486,samples
analysis-jobs,MGYA00776713,MGYA00776713,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '55848'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '49848'}, {'key': 'Nucleotide sequences after length filtering', 'value': '49848'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '49848'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '42889'}]",False,2024-07-29T08:33:49.023787,2024-07-29T08:33:48,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717058,runs,SRS5841499,samples
analysis-jobs,MGYA00776715,MGYA00776715,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '39807'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '35267'}, {'key': 'Nucleotide sequences after length filtering', 'value': '35267'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '35267'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '26878'}]",False,2024-07-29T08:34:02.763732,2024-07-29T08:34:01,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717042,runs,SRS5841517,samples
analysis-jobs,MGYA00776717,MGYA00776717,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '44092'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '39851'}, {'key': 'Nucleotide sequences after length filtering', 'value': '39851'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '39851'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '30299'}]",False,2024-07-29T08:34:18.929053,2024-07-29T08:34:17,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716884,runs,SRS5841672,samples
analysis-jobs,MGYA00776720,MGYA00776720,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '36988'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '33147'}, {'key': 'Nucleotide sequences after length filtering', 'value': '33147'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '33147'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '28128'}]",False,2024-07-29T08:34:34.865667,2024-07-29T08:34:33,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716878,runs,SRS5841680,samples
analysis-jobs,MGYA00776722,MGYA00776722,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '44718'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '39526'}, {'key': 'Nucleotide sequences after length filtering', 'value': '39526'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '39526'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '30387'}]",False,2024-07-29T08:34:48.861968,2024-07-29T08:34:47,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716821,runs,SRS5841736,samples
analysis-jobs,MGYA00776724,MGYA00776724,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '55665'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '49527'}, {'key': 'Nucleotide sequences after length filtering', 'value': '49527'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '49527'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '43939'}]",False,2024-07-29T08:35:03.567184,2024-07-29T08:35:02,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717067,runs,SRS5841492,samples
analysis-jobs,MGYA00776726,MGYA00776726,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '45117'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '40450'}, {'key': 'Nucleotide sequences after length filtering', 'value': '40450'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '40450'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '35233'}]",False,2024-07-29T08:35:19.126707,2024-07-29T08:35:18,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717061,runs,SRS5841495,samples
analysis-jobs,MGYA00776728,MGYA00776728,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '37618'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '33534'}, {'key': 'Nucleotide sequences after length filtering', 'value': '33534'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '33534'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '30450'}]",False,2024-07-29T08:35:32.148406,2024-07-29T08:35:31,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717060,runs,SRS5841497,samples
analysis-jobs,MGYA00776730,MGYA00776730,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '42823'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '37591'}, {'key': 'Nucleotide sequences after length filtering', 'value': '37591'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '37591'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '31836'}]",False,2024-07-29T08:35:45.481425,2024-07-29T08:35:44,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717055,runs,SRS5841504,samples
analysis-jobs,MGYA00776732,MGYA00776732,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '54968'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '48587'}, {'key': 'Nucleotide sequences after length filtering', 'value': '48587'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '48587'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '38510'}]",False,2024-07-29T08:35:58.995049,2024-07-29T08:35:58,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717054,runs,SRS5841506,samples
analysis-jobs,MGYA00776734,MGYA00776734,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '46580'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '41719'}, {'key': 'Nucleotide sequences after length filtering', 'value': '41719'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '41719'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '37181'}]",False,2024-07-29T08:36:12.892851,2024-07-29T08:36:11,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717052,runs,SRS5841507,samples
analysis-jobs,MGYA00776737,MGYA00776737,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '40365'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '34835'}, {'key': 'Nucleotide sequences after length filtering', 'value': '34835'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '34835'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '26260'}]",False,2024-07-29T08:36:28.098044,2024-07-29T08:36:27,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717043,runs,SRS5841513,samples
analysis-jobs,MGYA00776739,MGYA00776739,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '31962'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '27653'}, {'key': 'Nucleotide sequences after length filtering', 'value': '27653'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '27653'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '22286'}]",False,2024-07-29T08:36:41.022892,2024-07-29T08:36:40,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717034,runs,SRS5841526,samples
analysis-jobs,MGYA00776741,MGYA00776741,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '39420'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '34262'}, {'key': 'Nucleotide sequences after length filtering', 'value': '34262'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '34262'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '27293'}]",False,2024-07-29T08:36:54.307860,2024-07-29T08:36:53,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717030,runs,SRS5841525,samples
analysis-jobs,MGYA00776743,MGYA00776743,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '27550'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '23916'}, {'key': 'Nucleotide sequences after length filtering', 'value': '23916'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '23916'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '19134'}]",False,2024-07-29T08:37:07.270019,2024-07-29T08:37:06,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717027,runs,SRS5841530,samples
analysis-jobs,MGYA00776745,MGYA00776745,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '25549'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '22139'}, {'key': 'Nucleotide sequences after length filtering', 'value': '22139'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '22139'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '17993'}]",False,2024-07-29T08:37:22.121584,2024-07-29T08:37:21,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717018,runs,SRS5841541,samples
analysis-jobs,MGYA00776747,MGYA00776747,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '35073'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '30130'}, {'key': 'Nucleotide sequences after length filtering', 'value': '30130'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '30130'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '21805'}]",False,2024-07-29T08:37:36.912739,2024-07-29T08:37:35,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717016,runs,SRS5841542,samples
analysis-jobs,MGYA00776750,MGYA00776750,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '59692'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '50600'}, {'key': 'Nucleotide sequences after length filtering', 'value': '50600'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '50600'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '42481'}]",False,2024-07-29T08:37:50.901537,2024-07-29T08:37:49,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717013,runs,SRS5841543,samples
analysis-jobs,MGYA00776752,MGYA00776752,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '49122'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '42228'}, {'key': 'Nucleotide sequences after length filtering', 'value': '42228'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '42228'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '35674'}]",False,2024-07-29T08:38:05.106039,2024-07-29T08:38:03,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717003,runs,SRS5841555,samples
analysis-jobs,MGYA00776754,MGYA00776754,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '29979'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '25679'}, {'key': 'Nucleotide sequences after length filtering', 'value': '25679'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '25679'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '19669'}]",False,2024-07-29T08:38:18.830621,2024-07-29T08:38:18,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716999,runs,SRS5841558,samples
analysis-jobs,MGYA00776756,MGYA00776756,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '22149'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '19558'}, {'key': 'Nucleotide sequences after length filtering', 'value': '19558'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '19558'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '19553'}]",False,2024-07-29T08:38:31.383866,2024-07-29T08:38:30,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716990,runs,SRS5841566,samples
analysis-jobs,MGYA00776758,MGYA00776758,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '22928'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '20634'}, {'key': 'Nucleotide sequences after length filtering', 'value': '20634'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '20634'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '20627'}]",False,2024-07-29T08:38:45.226165,2024-07-29T08:38:44,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716985,runs,SRS5841570,samples
analysis-jobs,MGYA00776760,MGYA00776760,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '30732'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '27346'}, {'key': 'Nucleotide sequences after length filtering', 'value': '27346'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '27346'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '27342'}]",False,2024-07-29T08:38:58.230327,2024-07-29T08:38:57,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716984,runs,SRS5841571,samples
analysis-jobs,MGYA00776762,MGYA00776762,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '27129'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '23870'}, {'key': 'Nucleotide sequences after length filtering', 'value': '23870'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '23870'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '23848'}]",False,2024-07-29T08:39:11.953316,2024-07-29T08:39:10,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716978,runs,SRS5841579,samples
analysis-jobs,MGYA00776764,MGYA00776764,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '32474'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '28286'}, {'key': 'Nucleotide sequences after length filtering', 'value': '28286'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '28286'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '28272'}]",False,2024-07-29T08:39:26.534418,2024-07-29T08:39:25,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716976,runs,SRS5841581,samples
analysis-jobs,MGYA00776767,MGYA00776767,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '24158'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '21622'}, {'key': 'Nucleotide sequences after length filtering', 'value': '21622'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '21622'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '21618'}]",False,2024-07-29T08:39:39.766608,2024-07-29T08:39:38,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716971,runs,SRS5841588,samples
analysis-jobs,MGYA00776769,MGYA00776769,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '24867'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '22066'}, {'key': 'Nucleotide sequences after length filtering', 'value': '22066'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '22066'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '22065'}]",False,2024-07-29T08:39:54.099654,2024-07-29T08:39:53,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716970,runs,SRS5841587,samples
analysis-jobs,MGYA00776771,MGYA00776771,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '36213'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '32557'}, {'key': 'Nucleotide sequences after length filtering', 'value': '32557'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '32557'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '32533'}]",False,2024-07-29T08:40:08.096717,2024-07-29T08:40:07,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716965,runs,SRS5841593,samples
analysis-jobs,MGYA00776773,MGYA00776773,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '26962'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '24436'}, {'key': 'Nucleotide sequences after length filtering', 'value': '24436'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '24436'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '24435'}]",False,2024-07-29T08:40:21.287407,2024-07-29T08:40:20,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716961,runs,SRS5841596,samples
analysis-jobs,MGYA00776775,MGYA00776775,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '31497'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '28011'}, {'key': 'Nucleotide sequences after length filtering', 'value': '28011'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '28011'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '28007'}]",False,2024-07-29T08:40:34.088175,2024-07-29T08:40:33,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716957,runs,SRS5841601,samples
analysis-jobs,MGYA00776777,MGYA00776777,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '31948'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '28374'}, {'key': 'Nucleotide sequences after length filtering', 'value': '28374'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '28374'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '28370'}]",False,2024-07-29T08:40:47.306277,2024-07-29T08:40:46,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716955,runs,SRS5841605,samples
analysis-jobs,MGYA00776779,MGYA00776779,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '35192'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '30859'}, {'key': 'Nucleotide sequences after length filtering', 'value': '30859'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '30859'}, {'key': 'Predicted LSU sequences', 'value': '1'}, {'key': 'Predicted SSU sequences', 'value': '24508'}]",False,2024-07-29T08:41:01.761344,2024-07-29T08:41:00,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716953,runs,SRS5841604,samples
analysis-jobs,MGYA00776782,MGYA00776782,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '28932'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '25600'}, {'key': 'Nucleotide sequences after length filtering', 'value': '25600'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '25600'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '25589'}]",False,2024-07-29T08:41:16.896001,2024-07-29T08:41:15,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716949,runs,SRS5841611,samples
analysis-jobs,MGYA00776784,MGYA00776784,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '47546'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '42462'}, {'key': 'Nucleotide sequences after length filtering', 'value': '42462'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '42462'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '42453'}]",False,2024-07-29T08:41:30.531412,2024-07-29T08:41:29,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716947,runs,SRS5841609,samples
analysis-jobs,MGYA00776786,MGYA00776786,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '35548'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '31439'}, {'key': 'Nucleotide sequences after length filtering', 'value': '31439'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '31439'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '27831'}]",False,2024-07-29T08:41:44.108628,2024-07-29T08:41:43,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716942,runs,SRS5841615,samples
analysis-jobs,MGYA00776788,MGYA00776788,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '36632'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '32790'}, {'key': 'Nucleotide sequences after length filtering', 'value': '32790'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '32790'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '32783'}]",False,2024-07-29T08:41:57.601180,2024-07-29T08:41:56,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716940,runs,SRS5841618,samples
analysis-jobs,MGYA00776790,MGYA00776790,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '38458'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '34316'}, {'key': 'Nucleotide sequences after length filtering', 'value': '34316'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '34316'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '34313'}]",False,2024-07-29T08:42:11.810735,2024-07-29T08:42:10,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716937,runs,SRS5841621,samples
analysis-jobs,MGYA00776792,MGYA00776792,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '29240'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '25968'}, {'key': 'Nucleotide sequences after length filtering', 'value': '25968'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '25968'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '25964'}]",False,2024-07-29T08:42:25.566593,2024-07-29T08:42:24,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716935,runs,SRS5841623,samples
analysis-jobs,MGYA00776794,MGYA00776794,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '29850'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '26579'}, {'key': 'Nucleotide sequences after length filtering', 'value': '26579'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '26579'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '26573'}]",False,2024-07-29T08:42:39.395700,2024-07-29T08:42:38,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716932,runs,SRS5841625,samples
analysis-jobs,MGYA00776797,MGYA00776797,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '36304'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '32270'}, {'key': 'Nucleotide sequences after length filtering', 'value': '32270'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '32270'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '32266'}]",False,2024-07-29T08:42:53.351759,2024-07-29T08:42:52,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716922,runs,SRS5841636,samples
